位於 at
放射性 radioactive
放入 into
浦和 urawa
薩摩 moses
oktmo oktmo
政党 party
門票 ticket
attendance attendance
結束 end
現行 now
歸還 and
生效 effect
基督教徒 christians
陷害 framed
教主 教主
hms hms
改制 restructuring
bleach bleach
鐘 clock
abbr abbr
負責 responsibility
流失 loss
環狀 environment
电报 telegraph
擬定 simulate
受洗 baptized
鐮 scythe
半衰期 half-life
鐵 iron
摧毀 destroy
鐸 dou
約為 about
unicode unicode
結果 results
gardens gardens
周家 zhoujiazui
鑄 cast
hop hop
吉本 gibbon
離任 leave
hot hot
原理 principle
钢铁 steel
interior interior
how how
鑑 differential
鑒 draw
双溪 sungai
永福 yongfu
吉村 yoshimura
鑫 xin
精神 spirit
放出 release
鑰 keys
小溪 stream
鑲 鑲
描繪 sketch
取消 cancel
阿拉 allah
黑夜 night
拼音 pinyin
終極 ultimate
鑽 diamond
鑾 鑾
publications publications
岡崎 fukuoka
雕像 statue
针 needle
钉 nail
钊 chiu
水稻 rice
款項 section
钏 kushiro
名曲 music
同期 earlier
钙 calcium
钛 titanium
钝 blunt
钞 money
钟 minutes
钠 sodium
钢 steel
吉林 jilin
推荐 recommended
钥 key
钦 kachin
钧 june
生日 birthday
hrs hrs
钩 hook
身上 on
钮 button
改動 change
钰 yu
钱 money
劇院 theatre
vision vision
钴 cobalt
钵 bowl
钻 drilling
钾 potassium
隔壁 next
铀 uranium
铁 iron
radeon radeon
铂 platinum
blank blank
铃 bell
铅 lead
鲨鱼 shark
hst hst
铉 hyun
malaysia malaysia
導演 director
海南 hainan
铎 gondor
封為 sealed
htc htc
身世 life
后期 late
铜 copper
铝 aluminum
htm htm
铬 chromium
教会 church
铭 ming
敝人 glad
hub hub
铵 ammonium
银 silver
铸 casting
铺 pu
链 chain
波斯 persian
销 distribution
玻利維亞 bolivian
拉麵 noodle
锁 lock
锂 lithium
锅 pot
隔天 next
沙湾 shawan
屏東 screen
攻勢 attack
锋 front
锌 zinc
安置 resettlement
america america
锐 apex
锑 antimony
错 wrong
锚 anchor
后来 later
寵物 pets
斯德哥爾摩 seadistrict
锡 tin
黨團 party
反潛 anti-potential
锤 hammer
锥 cone
歐陸 european
锦 kam
键 key
不合格 unqualified
锰 manganese
薩斯 savannah
審理 jury
毒蛇 viper
寶物 treasures
虚假 false
合格 qualified
海口 haikou
镁 magnesium
后果 consequences
雄厚 strong
镇 zhen
身亡 killed
镍 nickel
eight eight
镐 pick
镕 rong
hxd hxd
就此 thereon
periods periods
镜 mirror
虛假 false
接著 then
擔心 worry
strike strike
勝負 victory
簽訂 signed
原生 native
收取 charge
司機 division
展望 prospect
收受 bookmaking
镶 parquet
長 long
印章 seal
原田 harada
长 long
門 door
閃 blink
完美 perfect
攻占 captured
閉 closed
領導者 leaders
哈克 huck
開 start
岩崎 iwasaki
閏 rinjita
blade blade
閒 leisure
間 between
geographic geographic
閔 minkang
閘 閘
用於 used
身份 authentication
閣 loft
閩 閩
气缸 cylinder
沙漠 desert
friends friends
非正式 informal
閱 subscribers
閻 閻
present present
密碼 password
harvard harvard
名校 schools
敌军 enemy
闊 wide
雅各 jacob
可比 comparable
闕 闕
闖 broke
關 about
水管 pipe
阻擋 blocking
闢 闢
字號 symbol
门 door
闪 flash
闫 yan
河水 river
擴展 expansion
鼓励 encourage
闭 closed
问 ask
和声 harmony
master master
参照 reference
ruby ruby
闯 break
单纯 simple
闰 leap
闲 busy
间 between
闵 min
改名 renamed
闸 gate
闹 make
闻 smell
财经 financial
闽 fujian
闾 lu
阁 ge
stdinchi stdinchi
阅 read
實用 actually
法西斯 fascist
參照 participation
阎 yan
集合 collection
結業 end
欺騙 deception
阔 widening
雕刻 carving
路易 louis
铺设 laying
身体 body
阙 que
阜 fu
擁抱 embrace
法案 bill
队 team
阡 qian
宣統 vision
阪 hankyu
注明 indicate
阮 ruan
mergedrow mergedrow
資訊 information
防 antivirus
阳 yang
阴 yin
阵 array
阶 order
сайті сайті
后梁 girder
阻 resistance
播放 play
黄山 huangshan
阿 a
陀 vedic
處分 parts
可汗 khan
陂 po
附 attached
际 internet
私生子 bastard
陆 land
陇 long
豪門 howe
陈 chen
地理位置 location
散佈 scattered
降 drop
限 limit
鼓勵 encourage
政治家 politicians
陕 shaanxi
christian christian
ian ian
哪一 which
陝 陝
陞 david
效力 effectiveness
封爵 knighted
陡 steep
院 hospital
陣 array
除 remove
陨 crater
险 risk
著述 writings
陪 with
包装 packaging
哈利 harry
終止 finally
陰 shading
包裝 package
陳 chen
結構 structure
ibn ibn
病原 pathogen
陵 ling
ibm ibm
陶 pottery
陷 trap
陸 mainland
負載 download
陽 sun
bulletin bulletin
起用 started
派對 faction
消化 digestion
隅 corner
隆 long
隊 team
ice ice
隋 sui
icd icd
黑子 sunspots
階 tier
随 with
隐 implicit
甲斐 netherfield
理解 understand
隔 every
隘 ai
隙 gap
際 international
障 disabled
包裹 package
簽證 signed
由於 since
隧 tunneling
隨 follow
險 adventure
arnold arnold
隱 hidden
畫廊 galleries
對焦 defocus
隴 隴
隶 scribe
隸 slavery
隻 wasp
隼 falcon
捏造 fabricated
难 difficult
雀 birds
雁 anu
雄 male
雅 jacob
救出 rescued
集 set
異常 unusual
iec iec
曲棍球 hockey
rule rule
雉 pheasant
familycolor familycolor
雌 estrogen
雍 yong
雏 young
零件 parts
雒 luo
雕 carved
雖 though
開端 open
鲸鱼 whale
留意 attention
雙 double
撰文 author
雛 雛
雜 complicated
專營 professional
雞 chicken
離 leave
河流 river
難 hard
雨 rain
雪 snow
雯 wen
對照 camera.
雲 cloud
推薦 recommended
雳 gimli
零 0
排行 ranking
雷 ray
jason jason
電 phone
哪些 what
雾 fog
需 required
guns guns
霄 xiao
周年 anniversary
霆 held
震 earthquake
霉 adriamycin
霍 hopkins
霏 fei
ign ign
敦促 urged
霑 霑
陰影 shadow
霖 lin
定罪 conviction
霜 cream
南美 vannamei
霞 xia
政和 governance
擔憂 worry
霧 fog
精簡 simple
反照 albedo
露 dew
貨車 truck
緊密 tight
的黎波里 tripoli
霸 mac
霹 strike
整个 whole
残酷 cruel
定義 definition
church church
靈 soul
iii iii
classical classical
水系 water
pictures pictures
教养 upbringing
nick nick
青 green
靖 jing
静 static
靚 beautiful
靜 meditation
非 non-governmental
靠 by
縱使 the
靡 extravagant
面 surface
改善 improve
革 leather
abstract abstract
涉及 involved
nice nice
母親 mother
靳 jin
靴 boots
救助 rescue
靶 target
階層 layer
roman roman
宇航 aerospace
鞋 shoes
poll poll
鞍 saddle
沿江 along
受灾 affected
女朋友 girlfriend
鞏 鞏
鼓吹 advocates
鞘 sheath
同樣 same
理論 theory
鞠 bowed
總之 always
跑步 running
黃帝 yellow
鞭 whip
當年 year
img img
武陵 wuling
death death
韋 vern
differential differential
韓 korea
黑山 montenegro
官職 official
約瑟 joseph
司法 judicial
品味 taste
沿河 river
韜 韜
value value
ina ina
ind ind
inc inc
ing ing
韦 hathaway
韩 han
敵人 enemy
液体 liquid
韬 tao
rush rush
int int
音 sound
吸收 absorption
韵 rhyme
韶 shao
poly poly
韻 rhythmic
異形 profile
跳板 springboard
響 impacted
頁 page
頂 top
教育部 education
頃 頃
項 projects
順 smooth
須 kindly
鳥類 birds
頌 celebrate
ios ios
預 expectation
頑 friend
頒 issue
頓 macedonia
米蘭 milan
頗 aleppo
領 leader
ipa ipa
頜 jaw
頤 頤
授課 teach
小牛 calf
北街 north
頭 head
現象 now
ipv ipv
田村 tamura
airport airport
頰 cheeks
含有 contains
民航 icao
頷 頷
頸 neck
municipal municipal
頻 videos
顆 orbiting
著重 heavy
雙向 dual
題 problem
額 extra
顎 palate
顏 colours
正面 positive
整体 overall
願 willing
由来 origin
irc irc
類 beings
fernando fernando
acer acer
收回 recover
michigan michigan
nike nike
居民 residents
顧 care
irt irt
哪個 which
顯 obvious
班車 car
页 page
顶 top
顷 qing
项 item
顺 shun
须 shall
紛爭 colorful
顾 gu
顿 meal
容納 rong
nine nine
颂 chung
甲板 deck
台湾 taiwan
iso iso
预 pre
领 collar
泉水 spring
颇 quite
颈 neck
擴建 build
颌 maxillofacial
颍 stand
阿曼 oman
acid acid
颐 yi
频 frequency
post post
海地 haiti
沿海 coastal
颖 glume
颗 star
ita ita
题 problem
華麗 beautiful
吃水 draft
颜 yan
额 amount
蘇州 soviet
rightarm rightarm
風 wind
its its
身分 identity
itv itv
貨運 shipping
哺乳 breastfeeding
port port
異性 heterogeneity
名次 rank
飄 fluttering
production production
飆 driving
沙爾 sha
擴張 expansion
风 wind
山本 yamamoto
圍繞著 surrounded
教化 enlightenment
殘酷 cruel
同步 synchronization
飘 floating
數位 digital
飛 aircraft
飞 fly
貫通 consistent
食 food
畸形 deformity
叔父 uncle
pour pour
召集人 convenor
飯 lunch
飲 drink
精緻 delicate
整修 renovation
人行道 sidewalk
飾 decorative
集團 ensemble
和尚 monk
餅 cake
餉 餉
養 nutrition
山村 village
離去 away
教区 parish
沙特 saudi
餐 meal
餘 rest
整個 whole
宋徽宗 huizong
nothing nothing
館 museum
catholic catholic
circ circ
同位素 isotope
繁体 traditional
千萬 tens
city city
海域 waters
同母 half-sister
山林 forest
軍事 army
饒 spare
索爾 sol
附有 attached
尿液 urine
町村 machimura
油漆 paint
大都市 metropolitan
饭 meal
饮 drink
饰 accessories
饶 spare
此類 such
cite cite
長者 long
饼 pie
號召 call
馆 museum
化解 resolve
藏文 tibetan
referee referee
hamilton hamilton
points points
北角 ferry
首 first
香 incense
軍人 army
教友 quaker
馥 crawford
推行 implementation
馨 did
整備 preparation
馬 macedonia
馮 fung
收場 collection
馳 battlefield
小班 small
名氣 name
擊敗 defeat
駁 connected
駅 烏丸御池駅
合法 legitimate
十字路口 crossroads
駐 stationed
駒 駒
駕 pilot
today today
construction construction
駛 pilots
罪孽深重 sinful
隆德 lund
错误 error
lewis lewis
字詞 word
政治局 politburo
藏族 tibetan
籍貫 consistent
駱 camel
幾乎是 almost
发现 found
掀起 off
駿 駿
攻城 siege
雷利 riley
安葬 buried
騎 riding
瓦爾 watts
jan few.
jam jam
騙 fooled
瑞芳 juifang
工程學 engineering
文人 literati
using using
jay jay
層樓 layer
同治 tongzhi
專用 professional
賞識 knowledge
吵架 fight
騰 burn
泗水 sishui
生死 death
合流 confluence
letter letter
騷 harassment
telescope telescope
走私 smuggling
活性 activity
文件 file
驅 tds
驊 驊
流形 manifold
卡洛斯 carlos
合浦 hepu
驕 proud
驗 experiment
生殖 reproductive
jct jct
驚 amazing
綁架 kidnapped
钓鱼 fishing
經文 text
山梨 sls
瓦特 watt
環礁 reef
現身 now
擁有 possessed
驤 驤
沼澤 swamp
驥 tianji
马 horse
驰 chi
驱 flooding
海外 overseas
驴 donkey
驶 drove
驸 consort
台灣 taiwan
驹 colt
oliver oliver
驻 in
驼 camel
驾 driving
驿 yi
生母 mother
骁 xiao
骂 scold
骆 locke
接見 meet
原稿 manuscript
法治 law
验 inspection
骏 chun
骑 ride
骗 cheated
jet jet
骚 sao
收复 regain
those those
精美 exquisite
探討 discussion
可為 can
緊張 tension
教員 faculty
採訪 interview
骨 bone
質詢 quality
catalogue catalogue
甘油 glycerol
longew longew
搞笑 funny
甘泉 oasis
distance distance
探訪 visit
泄漏 leakage
岩手 yanshou
閃耀 blink
髓 intramedullary
體 body
street street
總兵 soldier
高 high
總共 total
限期 grace
名流 celebrities
elizabeth elizabeth
生氣 angry
屡次 repeatedly
接触 contact
髮 hair
格莱德 glade
摩爾 seoul
維持 maintain
小生 niche
接觸 contact
受理 admissibility
編寫 edit
金牛座 taurus
編審 jury
jin jin
jim jim
古物 antiquities
節點 node
鬚 beard
銀河系 galaxy
波段 band
液力 hydraulic
鬥 battle
故城 gucheng
鬧 alarm
電動 electricity
編導 mentor
epic epic
浪子 prodigal
鬱 depression
十號 ten
平假名 hiragana
撥款 flick
層次 layers
鬼 ghost
魁 quidditch
魂 soul
魅 phantom
開羅 open
魏 wei
vehicle vehicle
屠殺 killing
魔 magic
當成 as
魚 fish
藝文 art
魟 stingray
控訴 control
防止 prevent
處在 in
魨 魨
和平 peace
卓著 outstanding
魯 gross
安藤 ando
屆滿 she
不可避免 inevitable
軍備 army
参看 see
鮃 鮃
鮋 inimicus
发电 power
鮑 bob
緊急 urgent
步驟 step
降格 downgraded
鮠 longirostris
鮡 鮡
救回 save
adam adam
參看 participation
汇编 compilation
比賽 race
放大 amplifier
隱居 invisible
鮨 serranidae
液化 liquefaction
鮫 鮫
鮭 salmon
鮮 fresh
波江 eridanus
路段 sections
沙田 shatin
job job
救国 saving
joe joe
政大 chief
jon jon
鯉 she
鯊 sharks
學術 science
厘米 cm
鯔 鯔
joy joy
唐代 tang
糟糕 bad
鯙 鯙
薪水 salary
鯛 鯛
正體 body
斗争 struggle
jpg jpg
鯡 shen
鯤 鯤
軟件 software
泡沫 bubble
雷同 same
鯧 鯧
鯨 whale
jpn jpn
歸類 classified
鯰 shan
生活 life
流感 flu
沉睡 sleeping
鯽 鯽
rebounds rebounds
粉蝶 rapae
用水 water
鰂 quarry
安德森 anderson
历经 after
鰈 鰈
鰍 鰍
雕塑 sculpture
同源 homologous
縱向 to
和弦 chord
鰓 gills
稱之為 called
鰕 goby
對白 white
推論 theory
劳顿 lawton
鰨 鰨
鰩 鰩
鰭 san
泡泡 bubble
比起 than
總務 task
鰺 鰺
鰻 shan
drive drive
疏忽 negligence
鱂 medaka
jsp jsp
電台 tv
鱈 鱈
涅夫 turgenev
防水 waterproof
瑪莉 mary
subsid subsid
蓬莱 penglai
鱗 scales
civil civil
泥沙 sediment
球迷 fans
由此 resulting
鱧 鱧
鱨 she
medicine medicine
随意 random
亞歷山大 alexander
鱷 crocodile
鱸 chan
政委 commissar
隶属 membership
鱼 fish
生涯 career
jul june
鲁 robust
jun june
原籍 origin
搜索 search
鲍 abalone
阻止 stop
攜帶 carry
闪电 lightning
虹口 hongkou
鲜 fresh
足球 football
加勒比 caribbean
用法 usage
消失 disappear
鲤 carp
隸屬 slave
鲨 shark
哥哥 brother
跳水 diving
鲱 herring
鲷 seabream
鲸 whale
western western
震動 earthquake
浴室 bathroom
lucky lucky
軍刀 saber
鳃 gills
鳅 mahi
波浪 wave
數千 thousands
呼應 call
鳌 ao
鳍 fin
籌辦 raising
鳖 turtle
鳚 ophidiidae
古琴 guqin
防治 prevention
永興 forever
鳞 scales
留有 leave
反省 reflection
處境 environment
掩護 cover
混血兒 half-blood.
鳥 birds
鳩 epicurus
零售 retail
鳳 phoenix
鳴 resonance
压缩 compression
jyp jyp
沙皇 czar
嘉陵江 jialingjiang
鴉 opium
著陸 mainland
整合 integration
環節 environment
鴞 鴞
crown crown
鴨 duck
防洪 flood
鴻 huan
斜体 italic
蘭嶼 lantau
蘭州 poland
alive alive
文凭 diploma
收容 host
russell russell
鵙 鵙
鵝 goose
總合 total
統治 rule
撤消 undo
糯米 rice
鵬 trampun
疑惑 doubts
鵰 eagle
採購 procurement
report the
富翁 billionaire
鶇 undercover
嵌入 embedded
download download
居然 actually
現金 cash
比較 compare
level level
維新 new
處女 women
鶯 nightingale
北路 north
鶲 鶲
鶴 鶴
軍務 military
教堂 church
古田 gutian
洛林 lorraine
kai kai
海山 seamounts
鷗 seagull
守衛 guards
藤本 vine
受益 benefit
für für
改寫 rewrite
kat kat
留校 detention
cross cross
山水 landscape
院校 colleges
鷲 鷲
疑慮 doubt
隨後 after
放學 learning
攝影 photography
鷸 snipe
鷹 eagle
鷺 鷺
資金 money
精英 elite
kbs kbs
軍區 army
youthyears youthyears
決策 decision
霸主 overlord
周文 zhouwen
海岬 cape
宜蘭 netherlands
鸚 shan
藥材 drugs
鸞 鸞
鸟 bird
鸠 dove
鸡 chicken
鸢 iris
鸣 beep
宿舍 dormitory
鸥 gull
鸦 raven
駕駛艙 cockpit
hurricane hurricane
鸫 thrush
海岸 coast
鸭 duck
kde kde
鸮 owl
ethnicities ethnicities
鸽 pigeon
每逢 every
鸾 luan
鸿 hong
鹃 cuckoo
三分之一 one-third
鹅 goose
名為 named
海峡 strait
改属 change
略有 slightly
鹊 que
鹏 peng
政客 politicians
海峰 haifeng
ken ken
安装 installation
鹘 uighur
ffcccc ffcccc
audio audio
鹛 babbler
key key
化身 incarnation
放寬 width
文化 culture
鹤 crane
山河 rivers
launch launch
鹫 griffin
鹬 snipe
鹭 heron
涉嫌 suspected
鹰 eagle
周日 sunday
沙石 sand
鹹 salt
鹼 alkaline
鹽 salt
鹿 deer
安裝 installation
放射 radiation
射程 range
新丰 xinfeng
吸毒 drug
阿波 po
麒 yee
麓 lu
寬約 about
開花 bloom
麗 majestic
麝 musk
繳交 paying
麟 lin
岡本 fukuoka
麥 microphone
麦 wheat
治理 governance
麴 yeast
麵 bread
斗六 touliu
唯一 only
麻 commission
khz khz
麼 what
麽 what
教士 priest
專科 professional
黃 yellow
隱形 invisible
黄 yellow
山洞 cave
kid kid
深井 deep
黎 unifil
kim kim
黏 sticky
黑 black
黒 black
黔 guizhou
kit kit
默 implied
黛 diana
點 little
擴散 diffuse
不合理 unreasonable
黨 party
沉積 immersion
政局 council
甚為 is
故宮 palace
新人 new
河畔 river
鼎 ding
鼐 wood
知名度 visibility
鼓 drum
可用 available
就用 use
安西 anxi
between between
鼠 rats
當日 day
班長 ban
鼩 shrews
購買 buy
鼬 skunk
莫扎特 mozart
尊称 known
topographic topographic
鼻 nose
摩登 modern
新任 new
文史 literature
齊 align
齋 fasting
kml kml
齐 alignment
齒 teeth
混乱 chaos
吉爾 kyrgyzstan
齡 citizens
齣 stunning
方丈 abbot
混亂 chaos
齧 rodents
尊稱 respect
leaf leaf
lead lead
隨意 random
齿 tooth
鹿港 lugang
售价 price
龄 age
厄瓜多爾 ecuador
lucas lucas
可疑 suspicious
龍 dragon
島嶼 island
龐 sheer
龔 龔
降水 precipitation
龕 龕
教委 board
龙 dragon
龚 gong
攔截 intercept
油田 oilfield
龛 niches
龜 turtle
龟 turtle
環繞 loop
虎尾 huwei
新作 new
離婚 divorced
當晚 night
故居 house
鼓山 gushan
油画 painting
乃木坂 nemusa
久美子 kumiko
周期 cycle
提要 feed
黃昏 yellow
周朝 zhou
斷交 interrupted
week week
三分之二 two-thirds
周末 weekend
募集 raise
對稱 right
статистики статистики
名牌 brand
黄昏 dusk
系統 system
南街 nanjie
macau macau
繼任 continue
海底 seabed
哈密 hamiltonian
eeeeee eeeeee
崇尚 advocating
sakamotosan sakamotosan
知名人士 celebrities
愛德華 edward
流放 exile
北道 north
魔法師 magician
敌对 hostilities
射箭 archery
solid solid
超級 super
gabriel gabriel
捕食 predator
ktv ktv
毗鄰 adjacent
